N,my_dct2,scipy_dct2,my_idct2,scipy_idct2
8.0,0.0,0.0009579658508300781,0.0,0.0
16.0,0.0,0.0,0.002004384994506836,0.0
32.0,0.0030515193939208984,0.0,0.001993894577026367,0.0
64.0,0.0169985294342041,0.0,0.04000210762023926,0.0
100.0,0.04800295829772949,0.0009946823120117188,0.03899741172790527,0.0010004043579101562
250.0,0.1713724136352539,0.0019969940185546875,0.19100451469421387,0.0009965896606445312
500.0,0.5859591960906982,0.009002685546875,0.7289884090423584,0.003996133804321289
750.0,1.7579994201660156,0.017996549606323242,1.6820025444030762,0.016996383666992188
1000.0,3.4739491939544678,0.0410001277923584,4.368998765945435,0.0299985408782959
1500.0,8.694000720977783,0.07899975776672363,10.939000129699707,0.07399821281433105
2000.0,17.948996782302856,0.1400601863861084,22.09295392036438,0.16899967193603516
2500.0,33.30500888824463,0.23804783821105957,34.149954319000244,0.3119931221008301
3000.0,54.18799877166748,0.5120000839233398,56.75398778915405,0.4089934825897217
3500.0,80.0740008354187,0.5109999179840088,90.72099018096924,0.604975700378418
4000.0,112.808997631073,0.641059160232544,128.28391361236572,0.6089153289794922
4500.0,151.50400137901306,0.8510005474090576,149.6349902153015,0.964911937713623
5000.0,198.86100029945374,1.1530523300170898,199.8039083480835,1.2160131931304932
6000.0,324.21300077438354,1.6089997291564941,319.2879855632782,1.7879846096038818
7000.0,528.7548463344574,2.9230000972747803,514.1219902038574,2.7249927520751953
8000.0,733.7919509410858,3.9210433959960938,742.0129070281982,3.891963243484497
9000.0,1053.9121685028076,4.901042938232422,1098.5056104660034,4.820091247558594
10000.0,1550.1469871997833,5.979995489120483,1631.5789911746979,7.54197096824646
